published_date,title,respondent,summary,download_url,citation,case_number,referred_by,referring_to,enforcement
2019-08-02,Breach of the Protection Obligation by CDP and Toppan Security Printing,CDP and Toppan Security Printing,"A financial penalty of $24,000 and $12,000 was imposed on CDP and Toppan Security Printing respectively for failing to put in place reasonable security arrangements to protect the data of CDP’s account holders from unauthorised disclosure. The incident resulted in other account holders’ data being printed on another account holder’s notification letter. ",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Updated-as-of-15-Nov-2019-Decision---CDP-and-Toppan---220719.pdf?la=en,[2019] SGPDPC 24,DP-1706-B0895,[],"['[2018] SGPDPC 19', '[2017] SGPDPC 11', '[2016] SGPDPC 22']","[['financial', 24000], ['financial', 12000]]"
2019-07-04,Breach of the Openness Obligation by AgcDesign,AgcDesign,"Directions, including a financial penalty of $5,000, were imposed on AgcDesign for breaches of the PDPA. The organisation failed to appoint a data protection officer and did not have written policies and practices necessary to ensure its compliance with the PDPA.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision--AgcDesign-Pte-Ltd--040719.pdf?la=en,[2019] SGPDPC 23,DP-1805-B2072,"['[2020] SGPDPC 6', '[2020] SGPDPC 4', '[2019] SGPDPC 30']",[],"[['financial', 5000]]"
2019-07-04,"Breach of the Protection, Openness and Transfer Limitation Obligations by Spize Concepts",Spize Concepts,"Directions, including a financial penalty of $20,000, were issued to Spize Concepts for breaches of the PDPA. Amongst the breaches, the organisation failed to appoint a data protection officer and did not make reasonable security arrangements to prevent the unauthorised disclosure of customers’ personal data.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---Spize-Concepts-Pte-Ltd---040719.pdf?la=en,[2019] SGPDPC 22,DP-1708-B1027,[],['[2017] SGPDPC 11'],"[['financial', 20000]]"
2019-07-04,Breach of the Protection Obligation by SME Motor,SME Motor,Directions were issued to SME Motor for failing to make reasonable security arrangements to prevent the unauthorised disclosure of individuals’ personal data. The lapses resulted in personal data of other customers being disclosed on the reverse side of an invoice document.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---SME-Motor-Pte-Ltd---040719.pdf?la=en,[2019] SGPDPC 21,DP-1901-B3318,"['[2020] SGPDPC 6', '[2020] SGPDPC 4']","['[2018] SGPDPC 27', '[2017] SGPDPC 7', '[2017] SGPDPC 5']",['directions']
2019-06-20,Breach of the Protection Obligation by AIA,AIA,"A financial penalty of $10,000 was imposed on AIA for failure to take reasonable security arrangements in its letter generation process.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---AIA-Singapore-Pte-Ltd---200619.pdf?la=en,[2019] SGPDPC 20,DP-1801-B1530,['[2019] SGPDPC 43'],"['[2018] SGPDPC 4', '[2018] SGPDPC 10', '[2018] SGPDPC 8', '[2017] SGPDPC 14']","[['financial', 10000]]"
2019-06-20,Breach of the Openness Obligation by Xbot,Xbot,A warning was issued to Xbot for failing to put in place data protection policies to comply with the provisions of the PDPA.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision--Xbot-Pte-Ltd---200619.pdf?la=en,[2019] SGPDPC 19,DP-1803-1781,[],[],['warning']
2019-06-20,No Breach of Protection Obligation by Cigna Europe Insurance Company S.A.-N.V.,Cigna Europe Insurance Company S.A.-N.V.,Cigna Europe Insurance Company S.A.-N.V. was found not to be in breach of the PDPA in relation to allegation that it had failed to make reasonable security arrangements to prevent the unauthorised disclosure of the personal data of its policy members.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---Cigna-Singapore---200619.pdf?la=en,[2019] SGPDPC 18,DP-1806-B2241,[],[],[]
2019-06-20,Breach of Protection Obligation by InfoCorp,InfoCorp,"A financial penalty of $6,000 was imposed on InfoCorp for failing to put in place reasonable security arrangements to protect the personal data of individuals. Personal data of some individuals participating in a registration exercise via InfoCorp’s website were disclosed to other participants in the course of the registration exercise.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---InfoCorp-Technologies-Pte-Ltd---200619.pdf?la=en,[2019] SGPDPC 17,DP-1802-B1674,['[2019] SGPDPC 43'],[],"[['financial', 6000]]"
2019-06-13,Breach of the Openness and Protection Obligations by DS Human Resource,DS Human Resource,"A financial penalty of $33,000 was imposed on DS Human Resource for breaches of the PDPA. The organisation failed to put in place data protection policies. It also did not make reasonable security arrangements to prevent the unauthorised disclosure of the personal data of job applicants.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---DS-Human-Resource---130619.pdf?la=en,[2019] SGPDPC 16,DP-1802-B1756,[],"['[2017] SGPDPC 18', '[2016] SGPDPC 10']","[['financial', 33000]]"
2019-06-11,Breach of Protection Obligation by GrabCar,GrabCar,"A financial penalty of $16,000 was imposed on GrabCar for failing to put in place reasonable security arrangements to protect the personal data of its customers from unauthorised disclosure. Personal data of a customer was disclosed to one other customer via an email sent out by GrabCar.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision--Grabcar-Pte-Ltd-Emails--110619.pdf?la=en,[2019] SGPDPC 15,DP-1801-B1526,[],"['[2018] SGPDPC 16', '[2017] SGPDPC 14', '[2018] SGPDPC 10', '[2016] SGPDPC 6']","[['financial', 16000]]"
2019-06-11,Breach of Protection Obligation by GrabCar,GrabCar,Directions were issued to GrabCar for failing to put in place reasonable security arrangements for GrabHitch drivers to protect the personal data of passengers that used GrabHitch services. Personal data of some GrabHitch passengers were disclosed by GrabHitch drivers without consent on social media.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision--Grabcar-Pte-Ltd-GrabHitch--110619.pdf?la=en,[2019] SGPDPC 14,DP-1702-B0508,[],[],['directions']
2019-06-11,Breach of the Consent and Notification Obligations by Skinny's Lounge,Skinny's Lounge,A warning was issued to Skinny’s Lounge for failing to ensure that consent was obtained from its patrons to re-play recorded CCTV footage on a screen in its public lounge. Skinny’s Lounge also failed to provide due notification to its patrons on the full purposes of the CCTV footage recorded at its premises.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---Skinnys-Lounge---110619.pdf?la=en,[2019] SGPDPC 13,DP-1806-B2267,[],[],['warning']
2019-06-06,No Breach of the Withdrawal of Consent Obligation by Telcos,Telcos,Telcos were not found in breach of the PDPA for charging subscribers for the provision of Caller Number Non-Display value added services.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---3-Telcos---06062019.pdf?la=en,[2019] SGPDPC 12,DP-1609-B0229,[],[],[]
2019-06-06,Breach of Protection Obligation by Ncode Consultant,Ncode Consultant,"A financial penalty of $30,000 was imposed on Ncode Consultant for failing to put in place reasonable security arrangements to prevent unauthorised access and modification to an IT system provided to a school. The failure resulted in unauthorised access and modification of students’ personal data.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---Ncode-Consultant---060619.pdf?la=en,[2019] SGPDPC 11,DP-1712-B1471,[],"['[2017] SGPDPC 19', '[2017] SGPDPC 1']","[['financial', 30000]]"
2019-06-06,Breach of the Protection Obligation by Option Gift,Option Gift,"A financial penalty of $4,000 was imposed on Option Gift for failure to conduct sufficient testing before deployment of a programme script which resulted in an unauthorised disclosure of up to 426 individuals’ personal data.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---Option-Gift-Pte-Ltd---060619.pdf?la=en,[2019] SGPDPC 10,DP-1806-B2242,['[2019] SGPDPC 43'],[],"[['financial', 4000]]"
2019-06-06,Breach of the Consent Obligation by H3 Leasing,H3 Leasing,A warning was issued to H3 Leasing for disclosing personal data online without the consent of the individual concerned.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---H3-Leasing---06062019.pdf?la=en,[2019] SGPDPC 9,DP-1803-B1859,[],[],['warning']
2019-06-03,No Breach of the Consent Obligation by German European School Singapore,German European School Singapore,German European School Singapore was found not to be in breach of the PDPA in relation to allegations that there was no consent given for the collection of its student’s hair sample for the purpose of drug testing.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---German-European-School-Singapore---030619.pdf?la=en,[2019] SGPDPC 8,DP-1712-B1471,[],[],[]
2019-06-03,Breach of the Openness and Protection Obligations by Matthew Chiong Partnership,Matthew Chiong Partnership,"A financial penalty of $8,000 was imposed and directions were issued to Matthew Chiong Partnership for breaches of the PDPA. The organisation did not make reasonable security arrangements to prevent the unauthorised disclosure of its clients’ personal data and failed to put in place data protection policies to comply with the provisions of the PDPA.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---Matthew-Chiong-Partnership-030619.pdf?la=en,[2019] SGPDPC [7],DP-1709-B1138,[],"['[2019] SGPDPC 7', '[2017] SGPDPC 18', '[2017] SGPDPC 4', '[2016] SGPDPC 10', '[2016] SGPDPC 15', '[2017] SGPDPC 14', '[2017] SGPDPC 7']","[['financial', 8000], 'directions']"
2019-04-23,Breach of Protection Obligation by PAP Community Foundation,PAP Community Foundation,A warning was issued to PAP Community Foundation for failing to make reasonable security arrangements to prevent the unauthorised disclosure of personal data.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---PAP-Community-Foundation---230419.pdf?la=en,[2019] SGPDPC 6,DP-1807-B2434,[],[],['warning']
2019-04-23,Breach of the Protection Obligation by Tutor City,Tutor City,A warning was issued to Tutor City for failing to make reasonable security arrangements to prevent the unauthorised access of individuals’ personal data stored in web directories.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---Tutor-City-230419.pdf?la=en,[2019] SGPDPC 5,DP-1806-B2228,"['[2019] SGPDPC 48', '[2019] SGPDPC 40', '[2019] SGPDPC 38', '[2019] SGPDPC 35', '[2019] SGPDPC 32']","['[2017] SGPDPC 17', '[2017] SGPDPC 12', '[2018] SGPDPC 20', '[2018] SGPDPC 6', '[2019] SGPDPC 4', '[2018] SGPDPC 21', '[2018] SGPDPC 4', '[2018] SGPDPC 27', '[2017] SGPDPC 5']",['warning']
2019-01-22,Breach of the Protection Obligation by COURTS,COURTS,"A financial penalty of $15,000 was imposed on COURTS for failing to put in place reasonable security arrangements to protect the personal data of its customers from unauthorised disclosure on its online portal.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---COURTS---220119.pdf?la=en,[2019] SGPDPC 4,DP-1707-B0917,['[2019] SGPDPC 5'],['[2016] SGPDPC 16'],"[['financial', 15000]]"
2019-01-15,Breach of the Protection Obligation by SingHealth and IHiS,SingHealth and IHiS,"A financial penalty of $250,000 and $750,000 was imposed on SingHealth and IHiS respectively for the failure to make reasonable security arrangements to protect personal data of individuals.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---SingHealth-IHiS---150119.pdf?la=en,[2019] SGPDPC 3,DP-1807-B2435,"['[2020] SGPDPC 5', '[2019] SGPDPC 43']","['[2018] SGPDPC 4', '[2016] SGPDPC 19', '[2017] SGPDPC 4', '[2016] SGPDPC 15', '[2018] SGPDPC 26', '[2017] SGPDPC 17', '[2018] SGPDPC 19', '[2018] SGPDPC 16', '[2018] SGPDPC 8', '[2017] SGPDPC 11', '[2018] SGPDPC 27', '[2018] PDP Digest 245', '[2017] SGPDPC 6']","[['financial', 250000], ['financial', 750000]]"
2019-01-03,Breach of the Protection Obligation by Toppan Forms,Toppan Forms,"A financial penalty of $5,000 was imposed on Toppan Forms for failing to put in place reasonable security arrangements to protect the personal data from unauthorised disclosure.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---AIG-Asia-Pacific-Insurance-and-Toppan-Forms-030119.pdf?la=en,[2019] SGPDPC 2,DP-1702-B0537,[],['[2018] SGPDPC 8'],"[['financial', 5000]]"
2019-01-03,Breach of the Protection Obligation by Bud Cosmetics,Bud Cosmetics,"A financial penalty of $11,000 was imposed on Bud Cosmetics for failing to put in place reasonable security arrangements to protect the personal data of its customers from unauthorised disclosure. Directions were also issued to the organisation to engage qualified personnel to conduct a security audit, develop an IT security policy, and implement a training policy.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision----Bud-Comestics-030119.pdf?la=en,[2019] SGPDPC 1,DP-1704-B0660,[],"['[2017] SGPDPC 17', '[2017] SGPDPC 14', '[2017] SGPDPC 15', '[2018] SGPDPC 9', '[2018] SGPDPC 8']","[['financial', 11000]]"
2018-12-13,Breach of Protection Obligation by Funding Societies,Funding Societies,"A financial penalty of $30,000 was imposed on Funding Societies for failing to make reasonable security arrangements to prevent the unauthorised disclosure of the personal data of its members.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---Funding-Societies-Pte-Ltd---131218.pdf?la=en,[2018] SGPDPC 29,DP-1708-B1035,[],"['[2017] SGPDPC 14', '[2017] SGPDPC 18']","[['financial', 30000]]"
2018-12-13,Breach of Protection Obligation by Institute of Singapore Chartered Accountants,Institute of Singapore Chartered Accountants,"A financial penalty of $6,000 was imposed on Institute of Singapore Chartered Accountants for failing to make reasonable security arrangements to prevent the unauthorised disclosure of the personal data of its members.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---Institute-of-Singapore-Chartered-Accountants---131218.pdf?la=en,[2018] SGPDPC 28,DP-1711-B1367,[],[],"[['financial', 6000]]"
2018-12-13,Breach of Protection Obligation by SLF Green Maid Agency,SLF Green Maid Agency,Directions were issued to SLF Green Maid Agency for failing to make reasonable security arrangements to prevent the unauthorised disclosure of individuals’ personal data.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---Green-Maid-Agency---131218.pdf?la=en,[2018] SGPDPC 27,DP-1806-B2265,"['[2020] SGPDPC 4', '[2019] SGPDPC 21', '[2019] SGPDPC 5', '[2019] SGPDPC 3']","['[2017] SGPDPC 5', '[2018] PDP Digest 245']",['directions']
2018-12-13,Breach of Protection Obligation by WTS Automotive Services,WTS Automotive Services,"A financial penalty of $20,000 was imposed on WTS Automotive Services for failing to make reasonable security arrangements to prevent the unauthorised disclosure of its customers’ personal data. ",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---WTS-Automotive-Services-Pte-Ltd---131218.pdf?la=en,[2018] SGPDPC 26,DP-1706-B0834,"['[2019] SGPDPC 48', '[2019] SGPDPC 46', '[2019] SGPDPC 3']","['[2016] SGPDPC 22', '[2016] SGPDPC 19']","[['financial', 20000]]"
2018-11-28,Breach of the Consent Obligation by Big Bubble Centre,Big Bubble Centre,A warning was issued to Big Bubble Centre for disclosing personal data online without the consent of the individuals concerned.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds-of-Decision---Big-Bubble-Centre---281118.pdf?la=en,[2018] SGPDPC 25,DP-1802-B1770,[],['[2017] SGPDPC 15'],['warning']
2018-10-04,Breach of Protection Obligation by Chambers,Chambers,"A financial penalty of $7,000 was imposed on Club the Chambers for failing to make reasonable security arrangements to prevent the unauthorised disclosure of the identity documents of 11 individuals in a LAN gaming centre.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds_of_Decision_Club_the_Chamber_041018.pdf?la=en,[2018] SGPDPC 24,DP-1701-B0439,[],[],"[['financial', 7000]]"
2018-10-04,Breach of Protection Obligation by Grabcar,Grabcar,"A financial penalty of $6,000 was imposed on Grabcar for failing to make reasonable security arrangements to prevent the unauthorised disclosure of GrabHitch drivers’ personal data.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds_of_Decision_Grabcar_Pte_Ltd_270918.pdf?la=en,[2018] SGPDPC 23,DP-1706-B0871,[],"['[2016] SGPDPC 17', '[2017] SGPDPC 18']","[['financial', 6000]]"
2018-09-25,Breach of the Protection and Purpose Limitation Obligations by Galaxy Credit and Investments,Galaxy Credit and Investments,"A warning was issued to Galaxy Credit and Investments for failing to make reasonable security arrangements to protect the personal data of its borrowers, and using personal data not for a purpose that a reasonable person would consider appropriate in the circumstances.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds_of_Decision_Galaxy_Credit_and_Investments_Pte_Ltd_250918.pdf?la=en,[2018] SGPDPC 22,DP-1803-B1886,[],['[2016] SGPDPC 10'],['warning']
2018-09-11,Breach of Protection Obligation by Jade E-Services Singapore,Jade E-Services Singapore,A warning was issued to Jade E-Services for failing to make reasonable security arrangements to prevent webpages containing customers’ personal data from being cached and displayed to other customers.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds_of_Decision_Jade_E-Services_Singapore_Pte_Ltd.pdf?la=en,[2018] SGPDPC 21,DP-1801-B1632,"['[2018] SGPDPC [12]', '[2019] SGPDPC 5']",[],['warning']
2018-08-21,Breach of Protection Obligation by Dimsum Property,Dimsum Property,A warning was issued to Dimsum Property for failing to make reasonable security arrangements to prevent unauthorised access of individuals’ personal data stored in web directories.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds_of_Decision_Dimsum_Property_Pte_Ltd_210818.pdf?la=en,[2018] SGPDPC 20,DP-1805-B2096,['[2019] SGPDPC 5'],[],['warning']
2018-08-21,Breach of Protection Obligation by Singapore Cricket Association,Singapore Cricket Association,"Directions were issued to Singapore Cricket Association for failing to make reasonable security arrangements to prevent unauthorised disclosure of individuals’ personal data on its website, and for failing to put in place data protection policies.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds_of_Decision_Singapore_Cricket_Association_and_Ors_210818.pdf?la=en,[2018] SGPDPC [19],DP-1704-B0707,[],"['[2018] SGPDPC 19', '[2017] SGPDPC 14', '[2017] SGPDPC 15', '[2016] SGPDPC 19']",['directions']
2018-08-02,No Breach of the Access Obligation by MCST 4436 (River Isles),MCST 4436 (River Isles),MCST 4436 (River Isles) was not found to be in breach of the PDPA in relation to allowing subsidiary proprietors to view CCTV footage.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds_of_Decision_River_Isles_020818.pdf?la=en,[2018] SGPDPC 18,DP-1711-B1315,[],"['[2011] 3 SLR 967', '[2011] SGHC 87', '[2017] SGPDPC 8', '[2018] PDP Digest 184']",[]
2018-06-22,Breach of Protection Obligation by Singapore Taekwondo Federation,Singapore Taekwondo Federation,"A financial penalty of $30,000 was imposed on Singapore Taekwondo Federation for failing to make reasonable security arrangements to prevent the unauthorised disclosure of minors’ NRIC numbers on its website. Directions were also issued to the organisation to appoint a data protection officer and to put in place data protection policy.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds_of_Decision_Singapore_Taekwondo_Federation_220618.pdf?la=en,[2018] SGPDPC 17,DP-1705-B0810,"['[2019] SGPDPC 31', '[2019] SGPDPC 30']","['[2017] SGPDPC 14', '[2017] SGPDPC 7']","[['financial', 30000]]"
2018-06-11,Breach of Protection Obligation by Flight Raja Travels,Flight Raja Travels,Directions were issued to Flight Raja Travels for failing to make reasonable security arrangements to prevent unauthorised disclosure of individuals’ personal data on its online travel booking system.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds_of_Decision_Flight_Raja_Travels_Singapore_110618.pdf?la=en,[2018] SGPDPC 16,DP-1705-B0730,[],[],['directions']
2018-05-24,Breach of Consent and Purpose Limitation Obligations by Spring College International,Spring College International,Spring College International failed to notify and obtain consent from the parents of young students before disclosing online the students’ personal data for marketing purposes. Directions were issued to Spring College International.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds_of_Decision_Spring_College_International_240518.pdf?la=en,[2018] SGPDPC 15,DP-1705-B0799,['[2019] SGPDPC [33]'],[],['directions']
2018-05-14,No Breach of Accuracy and Retention Obligations by Credit Bureau Singapore,Credit Bureau Singapore,Credit Bureau (Singapore) was not found to be in breach of the PDPA in relation to the information contained in its Enhanced Consumer Credit Report.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds_of_Decision_Credit_Bureau_Singapore_140518.pdf?la=en,[2018] SGPDPC 14,DP-1707-B0946,[],[],[]
2018-05-14,No Breach of Consent Obligation by MyRepublic,MyRepublic,MyRepublic was found not in breach of the consent obligation with respect to the use of an individual’s personal data for debt recovery purposes.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds_of_Decision_MyRepublic_140518.pdf?la=en,[2018] SGPDPC 13,DP-1701-B0463,[],[],[]
2018-05-14,Breach of the Protection Obligation by Watami Food Service Singapore,Watami Food Service Singapore,A warning was issued to Watami Food Service Singapore for failing to make reasonable security arrangements to prevent unauthorised access of employees’ personal data stored online.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds_of_Decision_Watami_Food_Service_Singapore_140518.pdf?la=en,[2018] SGPDPC 12,DP-1711-B1312,['[2019] SGPDPC 44'],[],['warning']
2018-05-14,Breach of the Protection Obligation by Information Technology Management Association Singapore,Information Technology Management Association Singapore,A warning was issued to Information Technology Management Association (Singapore) for failing to put in place reasonable security measures to prevent the accidental disclosure of the personal data of 28 individuals via email.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds_of_Decision_Information_Technology_Management_Association_Singapore_140518.pdf?la=en,[2018] SGPDPC 11,DP-1708-B1019,[],[],['warning']
2018-05-03,Breach of Openness and Protection Obligations by Habitat for Humanity Singapore,Habitat for Humanity Singapore,"Directions were issued to Habitat for Humanity Singapore for breaches of the PDPA.  The organisation did not make reasonable security arrangements to prevent unauthorised disclosure of its volunteers’ personal data, failed to put in place data protection policies, and omitted to communicate data protection policies and practices to its staff.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds_of_Decision_Habitat_for_Humanity_Singapore_030518.pdf?la=en,[2018] SGPDPC 9,DP-1707-B0971,"['[2019] SGPDPC 35', '[2019] SGPDPC 26', '[2019] SGPDPC 1']","['[2017] SGPDPC 5', '[2017] SGPDPC 14']",['directions']
2018-05-03,Breach of Protection Obligation by AIG,AIG,"A financial penalty of $9,000 was imposed on AIG for failing to make reasonable security arrangements to prevent the unauthorised disclosure of personal data.  This case involved an incorrect facsimile number used by AIG on its renewal notices.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds_of_Decision_AIG_030518.pdf?la=en,[2018] SGPDPC 8,DP-1707-B0901,"['[2019] SGPDPC 20', '[2019] SGPDPC 3', '[2019] SGPDPC 2', '[2019] SGPDPC 1']","['[2017] SGPDPC 9', '[2017] SGPDPC 17']","[['financial', 9000]]"
2018-05-03,Breach of the Protection Obligation by NTUC Income,NTUC Income,"A financial penalty of $10,000 was imposed on NTUC Income for lapses in its print process which resulted in an unauthorised disclosure of personal data of 212 individuals.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds_of_Decision_NTUC_Income_Insurance_Co-operative_030518.pdf?la=en,[2018] SGPDPC 10,DP-1706-B0894,"['[2020] SGPDPC 1', '[2019] SGPDPC 20', '[2019] SGPDPC 15']","['[2017] SGPDPC 14', '[2017] SGPDPC 7', '[2016] SGPDPC 15', '[2004] SGHC 259']","[['financial', 10000]]"
2018-04-30,Breach of Notification and Consent Obligations by Aventis,Aventis,"A financial penalty of $12,500 was imposed on Aventis for using the personal data of individuals beyond the notified purposes, and for failure to give effect to the withdrawal of consent within a reasonable time.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds_of_Decision_Aventis_300418.pdf?la=en,[2018] SGPDPC [7],DP-1705-B0766,[],[],"[['financial', 12500]]"
2018-04-30,Breach of the Protection Obligation by SMU Alumni Association,SMU Alumni Association,"A financial penalty of $5,000 was imposed on SMU Alumni Association for failing to put in place reasonable security arrangements to protect the personal data of membership applicants from unauthorised disclosure. ",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds_of_Decision_SMU_Alumni_Association_300418.pdf?la=en,[2018] SGPDPC 6,DP-1706-B0828,"['[2019] SGPDPC 27', '[2019] SGPDPC 5']",[],"[['financial', 5000]]"
